LINTSIT,wide_resnet50_2,wide_resnet50_2,0.9990,0.9699,0.9990*,0.9990*,0.9990*,0.9748*,0.9748*,0.9748*
LINTAdmix,wide_resnet50_2,wide_resnet50_2,0.9910,0.9760,0.9910*,0.9910*,0.9910*,0.9769*,0.9769*,0.9769*
LINTDEM,wide_resnet50_2,wide_resnet50_2,0.9299,0.6954,0.9784*,0.9784*,0.9784*,0.9091*,0.9091*,0.9091*

LINTSIT,vgg19,resnet50,0.4960,0.0641,0.4960*,0.4960*,0.4960*,0.0645*,0.0645*,0.0645*
LINTAdmix,vgg19,resnet50,0.4399,0.0271,0.4399*,0.4399*,0.4399*,0.0271*,0.0271*,0.0271*
LINTDEM,vgg19,resnet50,0.4569,0.0180,0.4605*,0.4605*,0.4605*,0.0198*,0.0198*,0.0198*
LINTSIT,vgg19,vgg19,0.9990,0.9830,0.9990*,0.9990*,0.9990*,0.9869*,0.9869*,0.9869*
LINTAdmix,vgg19,vgg19,0.9990,0.9940,0.9990*,0.9990*,0.9990*,0.9940*,0.9940*,0.9940*
LINTDEM,vgg19,vgg19,0.9850,0.8557,0.9939*,0.9939*,0.9939*,0.9319*,0.9319*,0.9319*
LINTSIT,vgg19,inception_v3,0.2725,0.0160,0.2725*,0.2725*,0.2725*,0.0161*,0.0161*,0.0161*
LINTAdmix,vgg19,inception_v3,0.2725,0.0170,0.2725*,0.2725*,0.2725*,0.0170*,0.0170*,0.0170*
LINTDEM,vgg19,inception_v3,0.2956,0.0040,0.2976*,0.2976*,0.2976*,0.0044*,0.0044*,0.0044*
LINTSIT,vgg19,densenet121,0.5090,0.0521,0.5090*,0.5090*,0.5090*,0.0524*,0.0524*,0.0524*
LINTAdmix,vgg19,densenet121,0.4790,0.0301,0.4790*,0.4790*,0.4790*,0.0301*,0.0301*,0.0301*
LINTDEM,vgg19,densenet121,0.4539,0.0251,0.4565*,0.4565*,0.4565*,0.0275*,0.0275*,0.0275*
LINTSIT,vgg19,wide_resnet50_2,0.3838,0.0361,0.3838*,0.3838*,0.3838*,0.0363*,0.0363*,0.0363*
LINTAdmix,vgg19,wide_resnet50_2,0.3557,0.0150,0.3557*,0.3557*,0.3557*,0.0150*,0.0150*,0.0150*
LINTDEM,vgg19,wide_resnet50_2,0.3938,0.0140,0.3978*,0.3978*,0.3978*,0.0154*,0.0154*,0.0154*

LINTSIT-Conv,resnet50,resnet50,0.9980,0.9870,0.9980*,0.9980*,0.9980*,0.9929*,0.9929*,0.9929*
LINTAdmix-Conv,resnet50,resnet50,0.9950,0.9910,0.9950*,0.9950*,0.9950*,0.9920*,0.9920*,0.9920*
LINTDEM-Conv,resnet50,resnet50,0.9018,0.7355,0.9631*,0.9631*,0.9631*,0.9191*,0.9191*,0.9191*

LINTSIT-Conv,resnet50,vgg19,0.7435,0.1663,0.7435*,0.7435*,0.7435*,0.1673*,0.1673*,0.1673*
LINTAdmix-Conv,resnet50,vgg19,0.5741,0.0531,0.5741*,0.5741*,0.5741*,0.0532*,0.0532*,0.0532*
LINTDEM-Conv,resnet50,vgg19,0.6583,0.0451,0.6992*,0.6992*,0.6992*,0.0578*,0.0578*,0.0578*

LINTSIT-Conv,resnet50,inception_v3,0.3898,0.0812,0.3898*,0.3898*,0.3898*,0.0817*,0.0817*,0.0817*
LINTAdmix-Conv,resnet50,inception_v3,0.2956,0.0391,0.2956*,0.2956*,0.2956*,0.0391*,0.0391*,0.0391*
LINTDEM-Conv,resnet50,inception_v3,0.3287,0.0321,0.3518*,0.3518*,0.3518*,0.0411*,0.0411*,0.0411*

LINTSIT-Conv,resnet50,densenet121,0.7595,0.3898,0.7595*,0.7595*,0.7595*,0.3921*,0.3921*,0.3921*
LINTAdmix-Conv,resnet50,densenet121,0.5411,0.1723,0.5411*,0.5411*,0.5411*,0.1725*,0.1725*,0.1725*
LINTDEM-Conv,resnet50,densenet121,0.5701,0.1303,0.6091*,0.6091*,0.6091*,0.1656*,0.1656*,0.1656*

LINTSIT-Conv,resnet50,wide_resnet50_2,0.7275,0.4108,0.7275*,0.7275*,0.7275*,0.4133*,0.4133*,0.4133*
LINTAdmix-Conv,resnet50,wide_resnet50_2,0.4950,0.1743,0.4950*,0.4950*,0.4950*,0.1745*,0.1745*,0.1745*
LINTDEM-Conv,resnet50,wide_resnet50_2,0.5601,0.1293,0.6015*,0.6015*,0.6015*,0.1643*,0.1643*,0.1643*

LINTSIT-Conv,densenet121,resnet50,0.6924,0.3076,0.6924*,0.6924*,0.6924*,0.3082*,0.3082*,0.3082*
LINTAdmix-Conv,densenet121,resnet50,0.5140,0.1333,0.5140*,0.5140*,0.5140*,0.1333*,0.1333*,0.1333*
LINTDEM-Conv,densenet121,resnet50,0.4890,0.0752,0.5127*,0.5127*,0.5127*,0.0853*,0.0853*,0.0853*

LINTSIT-Conv,densenet121,vgg19,0.7385,0.1603,0.7385*,0.7385*,0.7385*,0.1606*,0.1606*,0.1606*
LINTAdmix-Conv,densenet121,vgg19,0.5792,0.0581,0.5792*,0.5792*,0.5792*,0.0581*,0.0581*,0.0581*
LINTDEM-Conv,densenet121,vgg19,0.6313,0.0351,0.6578*,0.6578*,0.6578*,0.0398*,0.0398*,0.0398*

LINTSIT-Conv,densenet121,inception_v3,0.3908,0.0842,0.3908*,0.3908*,0.3908*,0.0843*,0.0843*,0.0843*
LINTAdmix-Conv,densenet121,inception_v3,0.2786,0.0391,0.2786*,0.2786*,0.2786*,0.0391*,0.0391*,0.0391*
LINTDEM-Conv,densenet121,inception_v3,0.3186,0.0301,0.3347*,0.3347*,0.3347*,0.0341*,0.0341*,0.0341*

LINTSIT-Conv,densenet121,densenet121,0.9990,0.9910,0.9990*,0.9990*,0.9990*,0.9930*,0.9930*,0.9930*
LINTAdmix-Conv,densenet121,densenet121,0.9990,0.9980,0.9990*,0.9990*,0.9990*,0.9980*,0.9980*,0.9980*
LINTDEM-Conv,densenet121,densenet121,0.9449,0.8617,0.9905*,0.9905*,0.9905*,0.9693*,0.9693*,0.9693*

LINTSIT-Conv,densenet121,wide_resnet50_2,0.6072,0.2465,0.6072*,0.6072*,0.6072*,0.2470*,0.2470*,0.2470*
LINTAdmix-Conv,densenet121,wide_resnet50_2,0.4279,0.0882,0.4279*,0.4279*,0.4279*,0.0882*,0.0882*,0.0882*
LINTDEM-Conv,densenet121,wide_resnet50_2,0.4499,0.0731,0.4693*,0.4693*,0.4693*,0.0830*,0.0830*,0.0830*

LINTSIT-Conv,wide_resnet50_2,resnet50,0.8096,0.4309,0.8104*,0.8104*,0.8104*,0.4388*,0.4388*,0.4388*
LINTAdmix-Conv,wide_resnet50_2,resnet50,0.6182,0.2114,0.6182*,0.6182*,0.6182*,0.2118*,0.2118*,0.2118*
LINTDEM-Conv,wide_resnet50_2,resnet50,0.5541,0.0932,0.6011*,0.6011*,0.6011*,0.1281*,0.1281*,0.1281*

LINTSIT-Conv,wide_resnet50_2,vgg19,0.7365,0.1393,0.7372*,0.7372*,0.7372*,0.1418*,0.1418*,0.1418*
LINTAdmix-Conv,wide_resnet50_2,vgg19,0.5962,0.0561,0.5962*,0.5962*,0.5962*,0.0562*,0.0562*,0.0562*
LINTDEM-Conv,wide_resnet50_2,vgg19,0.6082,0.0311,0.6547*,0.6547*,0.6547*,0.0427*,0.0427*,0.0427*

LINTSIT-Conv,wide_resnet50_2,inception_v3,0.4208,0.0741,0.4213*,0.4213*,0.4213*,0.0755*,0.0755*,0.0755*
LINTAdmix-Conv,wide_resnet50_2,inception_v3,0.3417,0.0391,0.3417*,0.3417*,0.3417*,0.0392*,0.0392*,0.0392*
LINTDEM-Conv,wide_resnet50_2,inception_v3,0.3186,0.0251,0.3464*,0.3464*,0.3464*,0.0344*,0.0344*,0.0344*

LINTSIT-Conv,wide_resnet50_2,densenet121,0.7575,0.3186,0.7583*,0.7583*,0.7583*,0.3245*,0.3245*,0.3245*
LINTAdmix-Conv,wide_resnet50_2,densenet121,0.5752,0.1573,0.5752*,0.5752*,0.5752*,0.1576*,0.1576*,0.1576*
LINTDEM-Conv,wide_resnet50_2,densenet121,0.5311,0.0972,0.5754*,0.5754*,0.5754*,0.1322*,0.1322*,0.1322*

LINTSIT-Conv,wide_resnet50_2,wide_resnet50_2,0.9970,0.9639,0.9980*,0.9980*,0.9980*,0.9806*,0.9806*,0.9806*
LINTAdmix-Conv,wide_resnet50_2,wide_resnet50_2,0.9880,0.9689,0.9880*,0.9880*,0.9880*,0.9709*,0.9709*,0.9709*
LINTDEM-Conv,wide_resnet50_2,wide_resnet50_2,0.8838,0.6784,0.9609*,0.9609*,0.9609*,0.9022*,0.9022*,0.9022*

LINTSIT-Conv,vgg19,resnet50,0.4970,0.0802,0.4975*,0.4975*,0.4975*,0.0823*,0.0823*,0.0823*
LINTAdmix-Conv,vgg19,resnet50,0.4379,0.0391,0.4379*,0.4379*,0.4379*,0.0392*,0.0392*,0.0392*
LINTDEM-Conv,vgg19,resnet50,0.4509,0.0311,0.4576*,0.4576*,0.4576*,0.0364*,0.0364*,0.0364*
LINTSIT-Conv,vgg19,vgg19,0.9950,0.9509,0.9960*,0.9960*,0.9960*,0.9702*,0.9702*,0.9702*
LINTAdmix-Conv,vgg19,vgg19,0.9970,0.9729,0.9970*,0.9970*,0.9970*,0.9769*,0.9769*,0.9769*
LINTDEM-Conv,vgg19,vgg19,0.9760,0.7936,0.9939*,0.9939*,0.9939*,0.9201*,0.9201*,0.9201*
LINTSIT-Conv,vgg19,inception_v3,0.2685,0.0200,0.2688*,0.2688*,0.2688*,0.0206*,0.0206*,0.0206*
LINTAdmix-Conv,vgg19,inception_v3,0.2725,0.0140,0.2725*,0.2725*,0.2725*,0.0141*,0.0141*,0.0141*
LINTDEM-Conv,vgg19,inception_v3,0.2916,0.0090,0.2952*,0.2952*,0.2952*,0.0106*,0.0106*,0.0106*
LINTSIT-Conv,vgg19,densenet121,0.5321,0.0882,0.5316*,0.5316*,0.5316*,0.0905*,0.0905*,0.0905*
LINTAdmix-Conv,vgg19,densenet121,0.4800,0.0461,0.4800*,0.4800*,0.4800*,0.0463*,0.0463*,0.0463*
LINTDEM-Conv,vgg19,densenet121,0.4529,0.0411,0.4586*,0.4586*,0.4586*,0.0482*,0.0482*,0.0482*
LINTSIT-Conv,vgg19,wide_resnet50_2,0.4098,0.0401,0.4092*,0.4092*,0.4092*,0.0412*,0.0412*,0.0412*
LINTAdmix-Conv,vgg19,wide_resnet50_2,0.3707,0.0251,0.3707*,0.3707*,0.3707*,0.0252*,0.0252*,0.0252*
LINTDEM-Conv,vgg19,wide_resnet50_2,0.4028,0.0230,0.4096*,0.4096*,0.4096*,0.0270*,0.0270*,0.0270*
