LBAP-concatenate,wide_resnet50_2,resnet50,0.8898,0.5952,0.8898*,0.8898*,0.8898*,0.6030*,0.6030*,0.6030*
LBAP-parallel,wide_resnet50_2,vgg19,0.8557,0.1984,0.8557*,0.8557*,0.8557*,0.1994*,0.1994*,0.1994*
LBAP-mixconv,wide_resnet50_2,vgg19,0.8467,0.2134,0.8467*,0.8467*,0.8467*,0.2158*,0.2158*,0.2158*
LBAP-convmix,wide_resnet50_2,vgg19,0.8407,0.2114,0.8407*,0.8407*,0.8407*,0.2138*,0.2138*,0.2138*
LBAP-convconv,wide_resnet50_2,vgg19,0.8267,0.2054,0.8267*,0.8267*,0.8267*,0.2084*,0.2084*,0.2084*
LBAP-mixmix,wide_resnet50_2,vgg19,0.8557,0.2034,0.8557*,0.8557*,0.8557*,0.2046*,0.2046*,0.2046*
LBAP-concatenate,wide_resnet50_2,vgg19,0.8387,0.2204,0.8387*,0.8387*,0.8387*,0.2234*,0.2234*,0.2234*
LBAP-parallel,wide_resnet50_2,inception_v3,0.6874,0.2575,0.6874*,0.6874*,0.6874*,0.2588*,0.2588*,0.2588*
LBAP-mixconv,wide_resnet50_2,inception_v3,0.6683,0.2655,0.6683*,0.6683*,0.6683*,0.2685*,0.2685*,0.2685*
LBAP-convmix,wide_resnet50_2,inception_v3,0.6754,0.2575,0.6754*,0.6754*,0.6754*,0.2604*,0.2604*,0.2604*
LBAP-convconv,wide_resnet50_2,inception_v3,0.6583,0.2345,0.6583*,0.6583*,0.6583*,0.2390*,0.2390*,0.2390*
LBAP-mixmix,wide_resnet50_2,inception_v3,0.6723,0.2515,0.6723*,0.6723*,0.6723*,0.2530*,0.2530*,0.2530*
LBAP-concatenate,wide_resnet50_2,inception_v3,0.6723,0.2615,0.6723*,0.6723*,0.6723*,0.2650*,0.2650*,0.2650*
LBAP-parallel,wide_resnet50_2,densenet121,0.8808,0.5180,0.8808*,0.8808*,0.8808*,0.5206*,0.5206*,0.5206*
LBAP-mixconv,wide_resnet50_2,densenet121,0.8898,0.5060,0.8898*,0.8898*,0.8898*,0.5117*,0.5117*,0.5117*
LBAP-convmix,wide_resnet50_2,densenet121,0.8968,0.5070,0.8968*,0.8968*,0.8968*,0.5127*,0.5127*,0.5127*
LBAP-convconv,wide_resnet50_2,densenet121,0.8677,0.4719,0.8677*,0.8677*,0.8677*,0.4811*,0.4811*,0.4811*
LBAP-mixmix,wide_resnet50_2,densenet121,0.8888,0.5060,0.8888*,0.8888*,0.8888*,0.5091*,0.5091*,0.5091*
LBAP-concatenate,wide_resnet50_2,densenet121,0.8788,0.5030,0.8788*,0.8788*,0.8788*,0.5096*,0.5096*,0.5096*
LBAP-parallel,wide_resnet50_2,wide_resnet50_2,1.0000,0.9880,1.0000*,1.0000*,1.0000*,0.9909*,0.9909*,0.9909*
LBAP-mixconv,wide_resnet50_2,wide_resnet50_2,1.0000,0.9860,1.0000*,1.0000*,1.0000*,0.9959*,0.9959*,0.9959*
LBAP-convmix,wide_resnet50_2,wide_resnet50_2,0.9990,0.9820,0.9990*,0.9990*,0.9990*,0.9919*,0.9919*,0.9919*
LBAP-convconv,wide_resnet50_2,wide_resnet50_2,1.0000,0.9659,1.0000*,1.0000*,1.0000*,0.9837*,0.9837*,0.9837*
LBAP-mixmix,wide_resnet50_2,wide_resnet50_2,1.0000,0.9870,1.0000*,1.0000*,1.0000*,0.9929*,0.9929*,0.9929*
LBAP-concatenate,wide_resnet50_2,wide_resnet50_2,1.0000,0.9810,1.0000*,1.0000*,1.0000*,0.9919*,0.9919*,0.9919*
